address,stalk,seeds
0xE463d56e80da7292A90faF77bA3F7524F0a0dCCd,60052,12
0xEC5b22756D0191fBbB4AFffDd5ae2A660538D196,23184,4
0xEf1335914A41F20805bF3b74C7B597aFc4dAFbee,128208,32
0xF87AEDfbB53d7DB34c730a50B480F5717860d0Bf,21696,4
0xFda1215797D29414E588B2e62fC390Ee2949aaAA,19964,4
0xa720e16e2B197831805b3b3b0581220e943E9334,23228,4
0xa9b13316697dEb755cd86585dE872ea09894EF0f,3210212,652
0xaFB19e242b8dD9C3991323293Ef9f9f91F2c6365,20292,8
0xc08F967ED52dCFfD5687b56485eE6497502ef91d,21276,4
0xc1F80163cC753f460A190643d8FCbb7755a48409,133568,28
0xc7f1916b741A7966Bd65144cb2B0Ba9eD1B29984,67108,16
0xd3765592d1bbFC7ec04E9011861D75B07a3c935b,22200,4
0xd45aCCF4512AF9cEAC4c3ab0e770F54212CDF9Ac,110248,28
0xe495d8c21Bb0C4ab9a627627A4016DF40C6Daa74,683596,208
0xe58000ce4dd92a478959a24392d43D4c100C85Fd,23088,4
0xeF6c4192C8530A2502e153bDc2256dD72AB445e4,859732,156
0xfD446abDE36c9dc02bB872303965484330EdA047,110552,20
0xe3a08ccE7E0167373A965B7B0D0dc57B6A2142f7,66028,12
0xef5939492958abb8488ce5A5C68D61Ac29C07732,147180,28
0xCf2d231881E16365961281ec9D8b7B51A4044ABb,23158,4
0xF56DD30d6Ab0eBDAe3A2892597eC5C8EE03Df099,22240,4
0xFE7A7F227967104299E2ED9c47ca28eADc3a7C5f,138408,24
0x94F335a00F00d79b26336Fa1c77bAb6ae96F08c5,35040,6
0x7e04231a59C9589D17bcF2B0614bC86aD5Df7C11,705328,136
0x7F82e84C2021a311131e894ceFf475047deD4673,81586,14
0x4A24E54A090b0Fa060f7faAF561510775d314e84,664760,118
0xAFA2137602A8FA29Ae81D2F9d1357F1358c3E758,72872,20
0xd8fC2eC57805817AaEe62FF23f4f07C16AF730E5,284916,54
0xF2cB7617c7cbcBCc1F3A51bfc6D71aE749df5d60,23356,4
0xd03c52B3256b5e102ce4BF6bB53d4Be9d9963838,472788,132
0x00aaEa7B4dC89E4a4fACDa32da496ba5D8E1216d,278960,48
0xAf812E8BABab3173EdCE179fE6Fc6c2B1c482E39,8257374,1456
0x4A6A6573393485cC410b20a021381Fb39362B9D1,68980,14
0xa80383f17A92B110921C07Fb5261798f3A99377f,116288,20
0x0d07708d0E155865D9baEe9963E16ddd46F5dECF,207606,42
0xFa41E0dafbb231fc8974c02a597BE61299ddd10C,97032,20
0xC1E03E7f928083AcaC4FEd410cB0963bA61c8E0d,85200,18
0xf05b641229bB2aA63b205Ad8B423a390F7Ef05A7,3395196,1436
0x8d9261369E3BFba715F63303236C324D2E3C44eC,106586,72
0xA9Ce5196181c0e1Eb196029FF27d61A45a0C0B2c,24572,8
0xF1A621FE077e4E9ac2c0CEfd9B69551dB9c3f657,196044,52
0xEC5a0Dff55be882FAFe863895ef144b78aaEF097,26808,8
0x7E7a61a329f0F117e7D7a171675fdE87e6Eb31d2,381012,140
0xAa24a2AB55b4F1B6af343261d71c98376084BA73,41976,20
0xCF0dCc80F6e15604E258138cca455A040ecb4605,78958,26
0x877bDc0E7Aaa8775c1dBf7025Cf309FE30C3F3fA,6430,2
0xbA208F8Ba2fa377dfa9baE58A561D503C3F4d96C,7136,8
0xF9383a2d0D81Ee4046F83CE1B5D8580834333470,396904,96
0x3a472FD2bab732329Ea490440e8015e126a4FDB7,356688,68
